[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          35

[TIME]
0.000000000000000E+00
[INLET]
Phi =  0.80, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Press            Density          MeanMass         Surface          Stretch          Porosity         Tsolid           HeatRel         
 225 0.72886768012598E-001 0.32766657801438E-003 0.10848852696478E-003 0.18406853805822E-002 0.55643396310219E-001 0.36042939433719E-002 0.92812981700430E-001 0.10347932800494E-004 0.46017066184632E-007 0.37710353567490E-008 0.43068492110037E-006 0.18240353846684E-005 0.16492721604435E-001 0.95371795271814E-001 0.14491165868960E-006 0.11690518980502E-005 0.20967746644795E-009 0.42940465944459E-006 0.15878399653879E-009 0.20209629655529E-010 0.21093260787313E-009 0.54974557304403E-006 0.73378302452957E+000 0.30684012413968E-022 0.17713905276753E+004 0.32418427810144E-001 -.22170077078320E+003 0.44626161664014E-001 0.10132500000000E+006 0.18880307469360E-003 0.27443622911911E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.17713905276753E+004 0.20721179845522E+003
 226 0.76870386056738E-001 0.32188222017640E-003 0.10604719989377E-003 0.18214956736739E-002 0.54612456027834E-001 0.36549568456875E-002 0.92820195611458E-001 0.98784281603004E-005 0.15261190332555E-007 0.12476940975312E-008 0.13963639351088E-006 0.57173765567348E-006 0.14859026436232E-001 0.98181533659942E-001 0.58665705558123E-007 0.37531569267582E-006 0.67856918255821E-010 0.14431422969439E-006 0.49629691521140E-010 0.35250579740404E-011 0.23615767673139E-009 0.61592264128143E-006 0.73361060543857E+000 0.30349196264833E-022 0.17822256140166E+004 0.32418427810144E-001 -.22566799149242E+003 0.44626161664015E-001 0.10132500000000E+006 0.18784142531084E-003 0.27470851337172E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.17822256140166E+004 0.18561157115909E+003
 227 0.81373908177733E-001 0.31576780884126E-003 0.10245538227904E-003 0.17848650570686E-002 0.53676177215835E-001 0.36873512492214E-002 0.92868190654270E-001 0.94475016616047E-005 0.44445952734785E-008 0.36207338829232E-009 0.39903765056211E-007 0.15742392341586E-006 0.13368215523623E-001 0.10073262575097E+000 0.27545897260297E-007 0.10589828879357E-006 0.19407452317935E-010 0.43426196984781E-007 0.13890019030451E-010 0.67908374261862E-012 0.26302709812103E-009 0.69428545043780E-006 0.73345383026904E+000 0.29903054331848E-022 0.17934035397136E+004 0.32418427810144E-001 -.22850249071098E+003 0.44626161664016E-001 0.10132500000000E+006 0.18684766760150E-003 0.27496902028428E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.17934035397136E+004 0.16653463429349E+003
 228 0.86426029488169E-001 0.30872742075339E-003 0.97849875862635E-004 0.17336242816071E-002 0.52831201150851E-001 0.37022481583191E-002 0.92968689107308E-001 0.90332195825779E-005 0.11406312021220E-008 0.92494665326813E-010 0.10085612241298E-007 0.38215202142137E-007 0.12047424236118E-001 0.10298121889008E+000 0.16680629969506E-007 0.26378926145229E-007 0.49174699802357E-011 0.11770418525554E-007 0.34851129717299E-011 0.13995106516935E-012 0.29121313163216E-009 0.78619233787374E-006 0.73331909280351E+000 0.29570448255084E-022 0.18047799745628E+004 0.32418427810144E-001 -.23019592747816E+003 0.44626161664018E-001 0.10132500000000E+006 0.18583394917441E-003 0.27521201014394E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18047799745628E+004 0.14877961039122E+003
 229 0.92059473195631E-001 0.30037483171178E-003 0.92419712488850E-004 0.16704912078578E-002 0.52071227701670E-001 0.37006169685764E-002 0.93125886596604E-001 0.86272143214053E-005 0.25897541626760E-009 0.20887690824474E-010 0.22635119004569E-008 0.82100751067817E-008 0.10903962034301E-001 0.10491624899145E+000 0.12322910639714E-007 0.58343499082612E-008 0.11075653336780E-011 0.28903979432965E-008 0.78703485353686E-012 0.28458904344807E-013 0.32026071116538E-009 0.89302854376857E-006 0.73320921958919E+000 0.29267271016596E-022 0.18162227356872E+004 0.32418427810144E-001 -.23083103794674E+003 0.44626161664019E-001 0.10132500000000E+006 0.18481260171576E-003 0.27543476251197E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18162227356872E+004 0.13212000534433E+003
 230 0.98320260800559E-001 0.29055162022381E-003 0.86370194529442E-004 0.15978922465555E-002 0.51387382596214E-001 0.36834682609770E-002 0.93337644250450E-001 0.82261860582981E-005 0.52193473763286E-010 0.41845236418556E-011 0.45256984192606E-009 0.15652375267489E-008 0.99282605850834E-002 0.10655529951322E+000 0.99345457944398E-008 0.11576209105200E-008 0.22238626451450E-012 0.64597444449938E-009 0.16058933095425E-012 0.54211361567658E-014 0.34965674176375E-009 0.10163464955351E-005 0.73312387403782E+000 0.28934944832518E-022 0.18276325099107E+004 0.32418427810144E-001 -.23055333827708E+003 0.44626161664021E-001 0.10132500000000E+006 0.18379390906513E-003 0.27563734125037E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18276325099107E+004 0.11662351267346E+003
 231 0.10525684035352E+000 0.27930694199618E-003 0.79914762676663E-004 0.15181122394744E-002 0.50770615024340E-001 0.36518458711117E-002 0.93596952264123E-001 0.78291078974046E-005 0.93811742058070E-011 0.74731299738653E-012 0.80992129635524E-010 0.26577820150576E-009 0.91012725755161E-002 0.10793236449236E+000 0.82217590236524E-008 0.21450706189902E-009 0.39984795089227E-013 0.13206954821443E-009 0.29757251901940E-013 0.95054889443112E-015 0.37880482627129E-009 0.11576223027014E-005 0.73306061979410E+000 0.28355679171893E-022 0.18389187090752E+004 0.32418427810144E-001 -.22954370335596E+003 0.44626161664023E-001 0.10132500000000E+006 0.18278786219643E-003 0.27582139305620E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18389187090752E+004 0.10239584483468E+003
 232 0.11292142707127E+000 0.26683389027653E-003 0.73259517474739E-004 0.14333077496040E-002 0.50211817696237E-001 0.36068976492940E-002 0.93893859520894E-001 0.74357967722877E-005 0.15119872134637E-011 0.11964789857307E-012 0.13044147370628E-010 0.40348823019888E-010 0.83984171811551E-002 0.10909109738431E+000 0.68415162156642E-008 0.44127170412128E-010 0.64750707826215E-014 0.24827002610410E-010 0.50338852349565E-014 0.15316461526688E-015 0.40707238494992E-009 0.13182224476860E-005 0.73301574801896E+000 0.28141715858601E-022 0.18500024312944E+004 0.32418427810144E-001 -.22799705198173E+003 0.44626161664025E-001 0.10132500000000E+006 0.18180350325374E-003 0.27598953162196E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18500024312944E+004 0.89486631097512E+002
 233 0.12138104072695E+000 0.25338902435221E-003 0.66583086577443E-004 0.13453845328191E-002 0.49701752824395E-001 0.35498261663453E-002 0.94217672425149E-001 0.70461103094242E-005 0.21963438480809E-012 0.17263920256116E-013 0.19002577307539E-011 0.54915492882105E-011 0.77929722376316E-002 0.11007878675087E+000 0.56893960042475E-008 0.15487498332192E-010 0.95240462288583E-015 0.43074088268452E-011 0.78047776577627E-015 0.22735913349180E-016 0.43385778456493E-009 0.14995814552056E-005 0.73298508110941E+000 0.27967360353880E-022 0.18608281099867E+004 0.32418427810144E-001 -.22609982903167E+003 0.44626161664027E-001 0.10132500000000E+006 0.18084756591716E-003 0.27614487561781E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18608281099867E+004 0.77870876040642E+002
 234 0.13071436337963E+000 0.23925060105845E-003 0.60034791007564E-004 0.12560354321102E-002 0.49232173341778E-001 0.34818797032402E-002 0.94558109774556E-001 0.66602481065845E-005 0.28929729194841E-013 0.22589450639073E-014 0.25192049715245E-012 0.67189833094784E-012 0.72600592821316E-002 0.11093943166341E+000 0.47176203714083E-008 0.10170479862721E-010 0.13073351821592E-015 0.69210122697999E-012 0.11131239585767E-015 0.31205272197774E-017 0.45858729279258E-009 0.17030902650215E-005 0.73296465688431E+000 0.27499866392424E-022 0.18713511356590E+004 0.32418427810144E-001 -.22401609213957E+003 0.44626161664029E-001 0.10132500000000E+006 0.17992537515676E-003 0.27629038060278E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18713511356590E+004 0.67482572446642E+002
 235 0.14100656422106E+000 0.22469609087039E-003 0.53735880627839E-004 0.11667776981522E-002 0.48796501942213E-001 0.34043673703686E-002 0.94905880900459E-001 0.62789997227068E-005 0.34884427063504E-014 0.27065334348980E-015 0.30683750435554E-013 0.74284875073427E-013 0.67789138172668E-002 0.11170980223293E+000 0.38951920137963E-008 0.84144227765605E-011 0.19044246056421E-016 0.10351143079820E-012 0.14681988590079E-016 0.39827736523273E-018 0.48071535223897E-009 0.19299178150148E-005 0.73295111076504E+000 0.26704778857163E-022 0.18815285717832E+004 0.32418427810144E-001 -.22188100861262E+003 0.44626161664032E-001 0.10132500000000E+006 0.17904155583091E-003 0.27642844038878E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18815285717832E+004 0.58240916122930E+002
 236 0.15230588725590E+000 0.21003603682585E-003 0.47798844488844E-004 0.10792339322546E-002 0.48391196253336E-001 0.33189560260844E-002 0.95251916520253E-001 0.59049501947302E-005 0.39188375999196E-015 0.30217463280484E-016 0.34929913950483E-014 0.75094178925230E-014 0.63350745761008E-002 0.11241588384695E+000 0.32013137390588E-008 0.72546275513814E-011 0.45072968865908E-017 0.14558000792518E-013 0.18108388448477E-017 0.47807997875171E-019 0.49969140646030E-009 0.21800045386911E-005 0.73294181530069E+000 0.25778741471842E-022 0.18912867107254E+004 0.32418427810144E-001 -.21980477155103E+003 0.44626161664035E-001 0.10132500000000E+006 0.17820276511714E-003 0.27656032202710E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.18912867107254E+004 0.50086813426403E+002
 237 0.16462079706411E+000 0.19557888563071E-003 0.42312990561940E-004 0.99493581186057E-003 0.48014667699396E-001 0.32276023163524E-002 0.95588217143884E-001 0.55416640009973E-005 0.41791046013869E-016 0.31986456927974E-017 0.37759221770084E-015 0.69367439545147E-015 0.59194593310559E-002 0.11307436901681E+000 0.26200742700373E-008 0.62795247041093E-011 0.22470764904982E-017 0.19487719852207E-014 0.21165767071217E-018 0.54703459465909E-020 0.51506851735716E-009 0.24519911429897E-005 0.73293486000788E+000 0.25475347191071E-022 0.19005435076784E+004 0.32418427810144E-001 -.21786745308406E+003 0.44626161664038E-001 0.10132500000000E+006 0.17741566836971E-003 0.27668642399077E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19005435076784E+004 0.42962109487025E+002
 238 0.17797774580104E+000 0.18154313563497E-003 0.37316653384571E-004 0.91484445756573E-003 0.47665179475607E-001 0.31320011255316E-002 0.95909694077633E-001 0.51915775835867E-005 0.48409669940057E-017 0.36573200656885E-018 0.43904129633159E-016 -.15907132500636E-015 0.55258763322931E-002 0.11369660206710E+000 0.21360293016518E-008 0.54257868996731E-011 0.15526494741560E-017 0.25034185152725E-015 0.23662109014202E-019 0.60212472997432E-021 0.52661477235467E-009 0.27445155446753E-005 0.73292900391405E+000 0.25500131761626E-022 0.19092584406166E+004 0.32418427810144E-001 -.21611171474395E+003 0.44626161664042E-001 0.10132500000000E+006 0.17668281989252E-003 0.27680702261614E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19092584406166E+004 0.36776618382935E+002
 239 0.19243778478427E+000 0.16805743473904E-003 0.32808420847372E-004 0.83940175476951E-003 0.47340876136244E-001 0.30334374976178E-002 0.96213823807859E-001 0.48559364584506E-005 -.49719337703346E-019 -.79772177712843E-019 -.24791994835199E-016 -.31123732436196E-015 0.51503360407706E-002 0.11428978297919E+000 0.17346376251019E-008 0.46743760736349E-011 0.11386736428155E-017 0.31023577402568E-016 0.25449332144066E-020 0.64118240484960E-022 0.53426777859364E-009 0.30565815471049E-005 0.73292356113638E+000 0.25733339915495E-022 0.19174267288638E+004 0.32418427810144E-001 -.21455169884317E+003 0.44626161664046E-001 0.10132500000000E+006 0.17600346265592E-003 0.27692237774207E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19174267288638E+004 0.31424311867926E+002
 240 0.20805144495376E+000 0.15522129614905E-003 0.28774734679638E-004 0.76889494892871E-003 0.47040794082828E-001 0.29331161990796E-002 0.96499044988984E-001 0.45360636603514E-005 -.24360531321858E-017 -.23359447968373E-018 -.36278022300281E-016 -.16680172896684E-015 0.47914548544479E-002 0.11485654323694E+000 0.14037393264217E-008 0.40146807541085E-011 0.83667544755255E-018 0.37351209095353E-017 0.26537641374735E-021 0.66512653114801E-023 0.53807124188028E-009 0.33866231619349E-005 0.73291823102532E+000 0.26080585962574E-022 0.19250445109722E+004 0.32418427810144E-001 -.21318736438447E+003 0.44626161664051E-001 0.10132500000000E+006 0.17537664360601E-003 0.27703241799008E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19250445109722E+004 0.26811377942554E+002
 241 0.22480641620395E+000 0.14314064091325E-003 0.25202313386521E-004 0.70364819155526E-003 0.46765061572937E-001 0.28324436919675E-002 0.96763886152084E-001 0.42340040687859E-005 -.62857592432196E-018 -.72897428050739E-019 -.13190700216579E-016 -.57420151451464E-016 0.44502624741331E-002 0.11539546086658E+000 0.11334270396269E-008 0.34399017926008E-011 0.61562383534356E-018 0.44148433719432E-018 0.27141510181639E-022 0.67854619711433E-024 0.53819108358490E-009 0.37316078746293E-005 0.73291292680944E+000 0.26059097497899E-022 0.19320939715786E+004 0.32418427810144E-001 -.21201184709892E+003 0.44626161664055E-001 0.10132500000000E+006 0.17480248968796E-003 0.27713662391924E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19320939715786E+004 0.22862405357655E+002
 242 0.24266093346994E+000 0.13188863001518E-003 0.22066978989467E-004 0.64381071507217E-003 0.46513633486171E-001 0.27327278830112E-002 0.97007701867075E-001 0.39514011278247E-005 0.48890393694679E-020 -.44333251470671E-020 -.20577844855789E-017 -.14685776221325E-016 0.41283093525875E-002 0.11590415537832E+000 0.91449553109627E-009 0.29432447505374E-011 0.45383167818014E-018 0.51736835073627E-019 0.27527473485560E-023 0.68694188229925E-025 0.53493771119454E-009 0.40879742507269E-005 0.73290766488100E+000 0.26026014342808E-022 0.19385690429643E+004 0.32418427810144E-001 -.21101079266978E+003 0.44626161664061E-001 0.10132500000000E+006 0.17428015379400E-003 0.27723449746488E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19385690429643E+004 0.19502911514520E+002
 243 0.26158941686071E+000 0.12148428359993E-003 0.19331027643413E-004 0.58925897492410E-003 0.46285674125943E-001 0.26349164716861E-002 0.97230975148768E-001 0.36888314451880E-005 0.53618750344959E-019 0.20366169908753E-020 0.40725389343977E-019 -.27536081570786E-017 0.38264528619435E-002 0.11638125568486E+000 0.73814929655779E-009 0.25166947291106E-011 0.33507265608921E-018 0.60532535270968E-020 0.27904864029378E-024 0.70152487344968E-026 0.52871611830044E-009 0.44526490664256E-005 0.73290250867074E+000 0.25904597556704E-022 0.19444875992803E+004 0.32418427810144E-001 -.21016435568919E+003 0.44626161664066E-001 0.10132500000000E+006 0.17380694145256E-003 0.27732585316211E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19444875992803E+004 0.16654772480419E+002
 244 0.28157838051339E+000 0.11191280987357E-003 0.16951931432992E-004 0.53971748287218E-003 0.46079888399222E-001 0.25396802311211E-002 0.97434797338762E-001 0.34461828900427E-005 0.57308643459034E-019 0.26873516070567E-020 0.18345559981443E-018 -.25635372045696E-018 0.35449577627419E-002 0.11682629368465E+000 0.59656759599746E-009 0.21519760432798E-011 0.24795369711918E-018 0.71069908047812E-021 0.28430710072397E-025 0.71588087227203E-027 0.51997072993851E-009 0.48229985546778E-005 0.73289753005919E+000 0.25977549885306E-022 0.19498805580398E+004 0.32418427810144E-001 -.20945155114812E+003 0.44626161664072E-001 0.10132500000000E+006 0.17337927132447E-003 0.27741072354992E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19498805580398E+004 0.14243923061851E+002
 245 0.30261869447674E+000 0.10314114616922E-003 0.14887625453845E-004 0.49484474415022E-003 0.45894770217257E-001 0.24475005292286E-002 0.97620511150171E-001 0.32229527086751E-005 0.49246704819605E-019 0.23801554844625E-020 0.18204948903274E-018 0.20824925088482E-019 0.32836625901856E-002 0.11723947188058E+000 0.48310362900782E-009 0.18411687279898E-011 0.18410444357068E-018 0.84057362972765E-022 0.29240452050028E-026 0.73504635053585E-028 0.50915151093763E-009 0.51967076935282E-005 0.73289278946231E+000 0.26018991031762E-022 0.19547841653533E+004 0.32418427810144E-001 -.20885257859068E+003 0.44626161664079E-001 0.10132500000000E+006 0.17299331577499E-003 0.27748927228601E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19547841653533E+004 0.12204146055575E+002
 246 0.32470511212112E+000 0.95125285224524E-004 0.13098558942515E-004 0.45427149875628E-003 0.45728712569869E-001 0.23587080347816E-002 0.97789552882865E-001 0.30183743924292E-005 0.40169399171071E-019 0.19432103030181E-020 0.15309366876725E-018 0.31964193070907E-019 0.30420552922352E-002 0.11762155321040E+000 0.39223289896906E-009 0.15769407506703E-011 0.13727467929546E-018 0.99950983169296E-023 0.30309816630822E-027 0.77639955652023E-029 0.49669026797754E-009 0.55717771434908E-005 0.73288833162489E+000 0.25815830979936E-022 0.19592367178320E+004 0.32418427810144E-001 -.20834968295599E+003 0.44626161664086E-001 0.10132500000000E+006 0.17264525694740E-003 0.27756175542973E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19592367178320E+004 0.10477672009367E+002
 247 0.34783068605208E+000 0.87816889316323E-004 0.11549000919875E-004 0.41763248220872E-003 0.45580115511596E-001 0.22735327430325E-002 0.97943327028672E-001 0.28315487649264E-005 0.32511111162949E-019 0.15683786043763E-020 0.12597669239357E-018 0.28025343824289E-019 0.28194050382042E-002 0.11797365701662E+000 0.31944992170809E-009 0.13527137828450E-011 0.10286290396384E-018 -.46431571623151E-025 0.66487460522042E-029 0.82671864112376E-030 0.48298877858268E-009 0.59464336838595E-005 0.73288418550319E+000 0.25766985495429E-022 0.19632756746761E+004 0.32418427810144E-001 -.20792748906749E+003 0.44626161664094E-001 0.10132500000000E+006 0.17233149672206E-003 0.27762847546647E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19632756746761E+004 0.90151833873592E+001
 248 0.37198071087257E+000 0.81167252029115E-004 0.10207412275994E-004 0.38458326503408E-003 0.45447446021904E-001 0.21921404271316E-002 0.98083143144603E-001 0.26615238890656E-005 0.26337681510203E-019 0.12675853720572E-020 0.10393230891564E-018 0.23991343289836E-019 0.26148601265216E-002 0.11829710590953E+000 0.26112261101057E-009 0.11627027997159E-011 0.77510694563429E-019 -.40878605560135E-023 -.88121505338173E-028 -.19900031122385E-029 0.46841395033628E-009 0.63190531972674E-005 0.73288036513318E+000 0.25669462785701E-022 0.19669361611325E+004 0.32418427810144E-001 -.20757293209116E+003 0.44626161664102E-001 0.10132500000000E+006 0.17204875073251E-003 0.27768975088783E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19669361611325E+004 0.77751008826160E+001
 249 0.39713054897636E+000 0.75128560757467E-004 0.90461494150484E-005 0.35480327301676E-003 0.45329250562297E-001 0.21146456357194E-002 0.98210208340571E-001 0.25073169772155E-005 0.21387462605152E-019 0.10275570589602E-020 0.86153880418143E-019 0.20600450407434E-019 0.24274875102708E-002 0.11859336242177E+000 0.21433604845080E-009 0.10018617765041E-011 0.58774581164164E-019 -.35320106638210E-023 -.69020074813690E-028 -.18990873164471E-029 0.45329432026879E-009 0.66881544267586E-005 0.73287687140615E+000 0.25989114263117E-022 0.19702508071155E+004 0.32418427810144E-001 -.20727498205209E+003 0.44626161664110E-001 0.10132500000000E+006 0.17179403864840E-003 0.27774590609827E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19702508071155E+004 0.67224506950370E+001
 250 0.42324813141595E+000 0.69653807698914E-004 0.80409433007588E-005 0.32799244273262E-003 0.45224148710134E-001 0.20411094873649E-002 0.98325644393254E-001 0.23679090883811E-005 0.17422604081001E-019 0.83603318977953E-021 0.71776365239770E-019 0.17772917151546E-019 0.22562810132759E-002 0.11886401271633E+000 0.17675309845022E-009 0.86579935676191E-012 0.44876319066919E-019 -.20002415253927E-023 -.34533346874548E-028 -.97477251697800E-030 0.43791602280026E-009 0.70524468835288E-005 0.73287369551440E+000 0.25988907867203E-022 0.19732501662666E+004 0.32418427810144E-001 -.20702433821788E+003 0.44626161664119E-001 0.10132500000000E+006 0.17156463314828E-003 0.27779727208216E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19732501662666E+004 0.58277253246412E+001
 251 0.45029618980201E+000 0.64697102542529E-004 0.71705250370317E-005 0.30387022174149E-003 0.45130837390920E-001 0.19715421822264E-002 0.98430494677484E-001 0.22422548471560E-005 0.14247363862838E-019 0.68308975416345E-021 0.60109124429766E-019 0.15407173615230E-019 0.21001836641309E-002 0.11911072794955E+000 0.14650428545762E-009 0.75071401641048E-012 0.34521727547289E-019 -.91687218427347E-024 -.14061424555816E-028 -.43586587374818E-030 0.42252123534374E-009 0.74108534760647E-005 0.73287082260827E+000 0.26122034477486E-022 0.19759628436814E+004 0.32418427810144E-001 -.20681318334179E+003 0.44626161664129E-001 0.10132500000000E+006 0.17135803451617E-003 0.27784418292394E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19759628436814E+004 0.50660229720906E+001
 252 0.47823054796731E+000 0.60214642177196E-004 0.64164030813196E-005 0.28217794770610E-003 0.45048104336044E-001 0.19059159996885E-002 0.98525717535919E-001 0.21293115936105E-005 0.11703080870559E-019 0.56079908273775E-021 0.50609478660605E-019 0.13420511861812E-019 0.19581283281637E-002 0.11933519936318E+000 0.12210078680693E-009 0.65334579371861E-012 0.26769622440739E-019 -.36870437007764E-024 -.50221448837125E-029 -.19097294283099E-030 0.40731088350567E-009 0.77624799369897E-005 0.73286823312245E+000 0.26100242177122E-022 0.19784152756409E+004 0.32418427810144E-001 -.20663498057728E+003 0.44626161664139E-001 0.10132500000000E+006 0.17117197352971E-003 0.27788696606024E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19784152756409E+004 0.44164138063148E+001
 253 0.50700244712939E+000 0.56164755876179E-004 0.57625094228667E-005 0.26267704636615E-003 0.44974826223268E-001 0.18441674807711E-002 0.98612195705467E-001 0.20280474671004E-005 0.96618360235651E-020 0.46284111389959E-021 0.42848807100516E-019 0.11746524280660E-019 0.18290513796404E-002 0.11953911492483E+000 0.10235790317354E-009 0.57090933634321E-012 0.20934502082810E-019 -.13573876085219E-024 -.16461686134776E-029 -.88848686811213E-031 0.39244636191984E-009 0.81066261685318E-005 0.73286590480535E+000 0.25830113509176E-022 0.19806319239493E+004 0.32418427810144E-001 -.20648426943164E+003 0.44626161664150E-001 0.10132500000000E+006 0.17100438498007E-003 0.27792594075523E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19806319239493E+004 0.38612901397173E+001
 254 0.53656186216664E+000 0.52507935494355E-004 0.51948921318989E-005 0.24514748329098E-003 0.44909968199495E-001 0.17861997480210E-002 0.98690743485034E-001 0.19374504266896E-005 0.80209716218814E-020 0.38418706203900E-021 0.36486828754288E-019 0.10331450488275E-019 0.17119056478155E-002 0.11972413641970E+000 0.86333606931914E-010 0.50103349112577E-012 0.16516222451187E-019 -.46968244281302E-025 -.50913421094740E-030 -.55821702467451E-031 0.37805198390953E-009 0.84427906316600E-005 0.73286381548307E+000 0.25774156823264E-022 0.19826354145854E+004 0.32418427810144E-001 -.20635649948637E+003 0.44626161664162E-001 0.10132500000000E+006 0.17085338763502E-003 0.27796141665652E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19826354145853E+004 0.33858332551089E+001
 255 0.56685387992824E+000 0.49207602920087E-004 0.47015547865460E-005 0.22938989295017E-003 0.44852592210221E-001 0.17318974515445E-002 0.98762098779891E-001 0.18565550969245E-005 0.66987080192522E-020 0.32085646087605E-021 0.31253362695067E-019 0.91316580281855E-020 0.16056923338425E-002 0.11989184952559E+000 0.73281817459140E-010 0.44171864332365E-012 0.13149789051896E-019 -.15549652530533E-025 -.17105076642374E-030 -.16800105001308E-030 0.36422138639603E-009 0.87706063591508E-005 0.73286194304885E+000 0.25998772835801E-022 0.19844463100419E+004 0.32418427810144E-001 -.20624790017722E+003 0.44626161664174E-001 0.10132500000000E+006 0.17071729280782E-003 0.27799368554352E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19844463100419E+004 0.29776441833052E+001
 256 0.59781960765050E+000 0.46230019329732E-004 0.42721889408015E-005 0.21522387485956E-003 0.44801851800896E-001 0.16811301873948E-002 0.98826930387577E-001 0.17844478680887E-005 0.56300622126601E-020 0.26970168536018E-021 0.26933069211447E-019 0.81114906014799E-020 0.15094671479257E-002 0.12004375331162E+000 0.62611298002445E-010 0.39128248392930E-012 0.10567978631426E-019 -.49894435891794E-026 -.44357236517358E-031 -.68282078576443E-031 0.35102146122185E-009 0.90898269431420E-005 0.73286026639262E+000 0.26364273180989E-022 0.19860832737575E+004 0.32418427810144E-001 -.20615534901524E+003 0.44626161664187E-001 0.10132500000000E+006 0.17059458485919E-003 0.27802302092878E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19860832737575E+004 0.26263431392519E+001
 257 0.62939574777485E+000 0.43544270587776E-004 0.38979547690545E-005 0.20248686919111E-003 0.44756987970374E-001 0.16337574181837E-002 0.98885842813769E-001 0.17202730165342E-005 0.47635250843643E-020 0.22823685324711E-021 0.23353904344899E-019 0.72416827939480E-020 0.14223475050480E-002 0.12018124821292E+000 0.53853408508791E-010 0.34831397792722E-012 0.85745210622805E-020 -.15669702804145E-026 -.13027118511015E-031 -.42762407776313E-031 0.33849669515948E-009 0.94003011415838E-005 0.73285876601830E+000 0.26356030515671E-022 0.19875631754154E+004 0.32418427810144E-001 -.20607625820775E+003 0.44626161664200E-001 0.10132500000000E+006 0.17048390728595E-003 0.27804967691678E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.19875631754154E+004 0.23232473443249E+001
