[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          27

[TIME]
0.000000000000000E+00
[INLET]
Phi =  1.00, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac         
 150 0.32139936319326E-001 0.42831376913792E-002 -.36755681125107E-002 -.36803293044529E-003 -.88663699822445E-002 -.97952166512574E-003 0.11902157258053E-001 0.62131103769625E-005 -.12477576862872E-004 -.73669465137702E-006 0.16674338283644E-002 -.82298345557151E-002 0.52206370477343E-002 0.85116889655473E-003 0.18119505722407E-004 0.22603732627911E-003 -.14207227417312E-005 0.50929427069549E-003 0.88102354226700E-005 -.38756803346010E-003 -.81223075621077E-010 0.13114932998419E-009 -.24963127181554E-010 0.00000000000000E+000 0.38787932339056E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 151 0.32329424967117E-001 0.43417993138591E-002 -.36154578004736E-002 -.37856127572138E-003 -.90737295833176E-002 -.98477930893152E-003 0.12135999062302E-001 0.43122403326270E-005 -.91715883370568E-005 -.46754326987812E-006 0.16715730734970E-002 -.83676628800758E-002 0.53543409152119E-002 0.88357141313993E-003 0.19436118927672E-004 0.22673554983384E-003 -.14793471009358E-005 0.50754828040073E-003 0.72068012351604E-005 -.40319293754921E-003 -.87361185366097E-010 0.14516822228146E-009 -.28903518457680E-010 0.00000000000000E+000 0.39400605204362E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 152 0.32517776270422E-001 0.43953802529070E-002 -.35488665460918E-002 -.38908556304792E-003 -.92774768356353E-002 -.98856498355497E-003 0.12362907390834E-001 0.24266759735045E-005 -.56509438420969E-005 -.18262103844771E-006 0.16705788556312E-002 -.84985873409942E-002 0.54853995534879E-002 0.91656226602597E-003 0.20731535557758E-004 0.22712334314722E-003 -.15356496454759E-005 0.50437697694135E-003 0.55908310072494E-005 -.41718730711353E-003 -.93778326609131E-010 0.16049358537201E-009 -.33357629381440E-010 0.00000000000000E+000 0.39994381638123E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 153 0.32705109145061E-001 0.44437543444224E-002 -.34759136136680E-002 -.39958590212658E-003 -.94773953057070E-002 -.99084124695628E-003 0.12582611967065E-001 0.56094239888762E-006 -.19260606337925E-005 0.11708265318957E-006 0.16644808282163E-002 -.86224117840389E-002 0.56135911992384E-002 0.95014436012706E-003 0.22002219322211E-004 0.22719097514999E-003 -.15893825622273E-005 0.49978214298734E-003 0.39695208244903E-005 -.42955138254797E-003 -.10047311726088E-009 0.17723205734213E-009 -.38379470040626E-010 0.00000000000000E+000 0.40568681323071E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 154 0.32891526023527E-001 0.44867982085076E-002 -.33967303182983E-002 -.41003958115260E-003 -.96732576561852E-002 -.99157127732755E-003 0.12794832945091E-001 -.12806642157941E-005 0.19909699976934E-005 0.43045172277433E-006 0.16533258600214E-002 -.87389403407787E-002 0.57386847796626E-002 0.98431836349621E-003 0.23244608392302E-004 0.22692856719249E-003 -.16403235448864E-005 0.49377048822326E-003 0.23500949554824E-005 -.44029205125969E-003 -.10744236462806E-009 0.19549663304309E-009 -.44027134207514E-010 0.00000000000000E+000 0.41122874219427E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 155 0.33077125219326E-001 0.45243950808586E-002 -.33114564790981E-002 -.42042160333119E-003 -.98648388990240E-002 -.99071928271011E-003 0.12999295921026E-001 -.30941732802783E-005 0.60865881814570E-005 0.75625844855860E-006 0.16371779768526E-002 -.88479865336242E-002 0.58604484623899E-002 0.10190846829154E-002 0.24455196274324E-004 0.22632614750817E-003 -.16882777867096E-005 0.48635351787558E-003 0.73967670203944E-006 -.44942344515734E-003 -.11468133308668E-009 0.21540788075291E-009 -.50363273833117E-010 0.00000000000000E+000 0.41656320566710E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 156 0.33262008126740E-001 0.45564358948922E-002 -.32202369773663E-002 -.43070494320499E-003 -.10051923345546E-001 -.98825042048770E-003 0.13195739169274E-001 -.48759843720021E-005 0.10345937588960E-004 0.10931772914574E-005 0.16161170197357E-002 -.89493771280303E-002 0.59786540343372E-002 0.10544447367128E-002 0.25630573195443E-004 0.22537361416677E-003 -.17330779658031E-005 0.47754711466134E-003 -.85479983371740E-006 -.45696675834375E-003 -.12218391557307E-009 0.23709516284879E-009 -.57455623637859E-010 0.00000000000000E+000 0.42168390360525E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 157 0.33446276764273E-001 0.45828178982715E-002 -.31232222100769E-002 -.44086025818304E-003 -.10234301207829E-001 -.98413061265048E-003 0.13383909546614E-001 -.66228172948338E-005 0.14752846935274E-004 0.14397866573186E-005 0.15902377044721E-002 -.90429496247939E-002 0.60930746222772E-002 0.10904004856319E-002 0.26767401623580E-004 0.22406070008932E-003 -.17745814834494E-005 0.46737137875773E-003 -.24265932168512E-005 -.46294945624551E-003 -.12994245380417E-009 0.26069703661856E-009 -.65377291407194E-010 0.00000000000000E+000 0.42658453203757E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 158 0.33630029753436E-001 0.46034435865434E-002 -.30205700652819E-002 -.45085551430658E-003 -.10411763984670E-001 -.97832655824600E-003 0.13563557486610E-001 -.83316505551466E-005 0.19289758670683E-004 0.17945668254496E-005 0.15596494458624E-002 -.91285496685459E-002 0.62034817036458E-002 0.11269535815434E-002 0.27862384226272E-004 0.22237698677505E-003 -.18126677019792E-005 0.45585070584580E-003 -.39691443047278E-005 -.46740460719166E-003 -.13794745915138E-009 0.28636132174009E-009 -.74206931294355E-010 0.00000000000000E+000 0.43125865822640E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 159 0.33813360761290E-001 0.46182206169660E-002 -.29124472702719E-002 -.46065575983229E-003 -.10584102763091E-001 -.97080587624718E-003 0.13734435382779E-001 -.99996877217951E-005 0.23937705567288E-004 0.21559011982025E-005 0.15244763804454E-002 -.92060305522982E-002 0.63096440409627E-002 0.11641049207352E-002 0.28912250800966E-004 0.22031194365574E-003 -.18472362085683E-005 0.44301388218998E-003 -.54760885455091E-005 -.47037047107381E-003 -.14618740553128E-009 0.31424529222190E-009 -.84028943345310E-010 0.00000000000000E+000 0.43569968432509E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 160 0.33996360511726E-001 0.46270622373482E-002 -.27990288049734E-002 -.47022310182981E-003 -.10751110094340E-001 -.96153716822984E-003 0.13896299653241E-001 -.11624359083772E-004 0.28676382561371E-004 0.25220844033294E-005 0.14848568542361E-002 -.92752545429496E-002 0.64113288715187E-002 0.12018549005484E-002 0.29913767683650E-004 0.21785494487419E-003 -.18782060232223E-005 0.42889397061637E-003 -.69412986979592E-005 -.47189020034483E-003 -.15464867516992E-009 0.34451634456126E-009 -.94933834695669E-010 0.00000000000000E+000 0.43990090665825E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 161 0.34179123964632E-001 0.46298874171044E-002 -.26804935627876E-002 -.47951693737635E-003 -.10912586143904E-001 -.95048965477621E-003 0.14048916585221E-001 -.13203366471887E-004 0.33484370683181E-004 0.28913398573050E-005 0.14409413484488E-002 -.93360954069390E-002 0.65083055944611E-002 0.12402048086188E-002 0.30863771689933E-004 0.21499518246191E-003 -.19055155209539E-005 0.41352766607289E-003 -.83589640913758E-005 -.47201144886204E-003 -.16331576733219E-009 0.37735377186617E-009 -.10701900226699E-009 0.00000000000000E+000 0.44385567236770E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 162 0.34361757422428E-001 0.46266196213907E-002 -.25570189361870E-002 -.48849411577864E-003 -.11068343521294E-001 -.93763241374280E-003 0.14192066026210E-001 -.14734718237169E-004 0.38339378605206E-004 0.32618374480853E-005 0.13928894926916E-002 -.93884390194053E-002 0.66003483310362E-002 0.12791583378404E-002 0.31759191954297E-004 0.21172149237634E-003 -.19291216253151E-005 0.39695438247425E-003 -.97236562879875E-005 -.47078568664704E-003 -.17217154769925E-009 0.41295118410169E-009 -.12038981820122E-009 0.00000000000000E+000 0.44755747832591E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 163 0.34544377179808E-001 0.46171847603892E-002 -.24287805283495E-002 -.49710861135729E-003 -.11218203835142E-001 -.92293392778780E-003 0.14325536801195E-001 -.16216686067934E-004 0.43218259404425E-004 0.36316966506320E-005 0.13408687991628E-002 -.94321801544397E-002 0.66872332770403E-002 0.13187213797290E-002 0.32597019381800E-004 0.20802227025038E-003 -.19489972781506E-005 0.37921595538234E-003 -.11030319618506E-004 -.46826741071460E-003 -.18119710202190E-009 0.45151787748129E-009 -.13516038772969E-009 0.00000000000000E+000 0.45099985388591E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 164 0.34727102699377E-001 0.46015100061217E-002 -.22959564312276E-002 -.50531093426332E-003 -.11361990108347E-001 -.90636225018018E-003 0.14449118857167E-001 -.17647721547542E-004 0.48096864378812E-004 0.39989793301009E-005 0.12850555492110E-002 -.94672187328890E-002 0.67687337268246E-002 0.13589005500813E-002 0.33374253445493E-004 0.20388554200609E-003 -.19651286533507E-005 0.36035704554731E-003 -.12274223684272E-004 -.46451362373054E-003 -.19037127820771E-009 0.49327897110499E-009 -.15145384644864E-009 0.00000000000000E+000 0.45417615883882E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 165 0.34910053878783E-001 0.45795235275842E-002 -.21587296281875E-002 -.51304777663560E-003 -.11499523520963E-001 -.88788517890226E-003 0.14562600060379E-001 -.19026414668820E-004 0.52949997391385E-004 0.43616881915226E-005 0.12256353522948E-002 -.94934585975061E-002 0.68446178766872E-002 0.13997024774596E-002 0.34087877268775E-004 0.19929903271260E-003 -.19775136410119E-005 0.34042538689737E-003 -.13450952406299E-004 -.45958352992045E-003 -.19967038384988E-009 0.53847601819313E-009 -.16940281717163E-009 0.00000000000000E+000 0.45707950212859E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 166 0.35093352642067E-001 0.45511541659232E-002 -.20172875277005E-002 -.52026186067871E-003 -.11630623799129E-001 -.86747013385114E-003 0.14665766345844E-001 -.20351489025733E-004 0.57751487283128E-004 0.47177719421345E-005 0.11628026223172E-002 -.95108075326666E-002 0.69146487668364E-002 0.14411340067447E-002 0.34734854064983E-004 0.19425016429076E-003 -.19861610548629E-005 0.31947165568064E-003 -.14556423459329E-004 -.45353822210025E-003 -.20906808388843E-009 0.58736857793332E-009 -.18915024702245E-009 0.00000000000000E+000 0.45970274645001E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 167 0.35277121050290E-001 0.45163316290139E-002 -.18718241980253E-002 -.52689164419222E-003 -.11755107034074E-001 -.84508442330209E-003 0.14758399814370E-001 -.21621772451143E-004 0.62474175921844E-004 0.50651257118542E-005 0.10967612603993E-002 -.95191769062108E-002 0.69785828251285E-002 0.14832016113454E-002 0.35312110585666E-004 0.18872615719841E-003 -.19910896636457E-005 0.29754974181226E-003 -.15586886270452E-004 -.44644049075008E-003 -.21853511296635E-009 0.64023499975817E-009 -.21084994339591E-009 0.00000000000000E+000 0.46203845981081E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 168 0.35461471994835E-001 0.44749890086598E-002 -.17225489897711E-002 -.53287085248154E-003 -.11872779430738E-001 -.82069670055413E-003 0.14840274596298E-001 -.22836125607539E-004 0.67089740546524E-004 0.54015839471904E-005 0.10277284242695E-002 -.95184822468295E-002 0.70361667060627E-002 0.15259090259427E-002 0.35816506716632E-004 0.18271443483021E-003 -.19923274365385E-005 0.27471803465004E-003 -.16538890920678E-004 -.43835506775411E-003 -.22803859694913E-009 0.69737063555317E-009 -.23466601930202E-009 0.00000000000000E+000 0.46407881342950E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 169 0.35646501902681E-001 0.44270668262753E-002 -.15696944103548E-002 -.53812831810721E-003 -.11983434615184E-001 -.79427876231879E-003 0.14911157058239E-001 -.23993402954197E-004 0.71568627744401E-004 0.57249241515521E-005 0.95593826108486E-003 -.95086466031015E-002 0.70871368665353E-002 0.15692551940739E-002 0.36244834926339E-004 0.17620312170833E-003 -.19899119399691E-005 0.25104067918214E-003 -.17409293350233E-004 -.42934904342349E-003 -.23754149247105E-009 0.75908541768525E-009 -.26077196260710E-009 0.00000000000000E+000 0.46581559683440E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 170 0.35832308161215E-001 0.43725110423793E-002 -.14135034500965E-002 -.54258862559691E-003 -.12086866301617E-001 -.76580393768465E-003 0.14970816244808E-001 -.25092571876676E-004 0.75880628484360E-004 0.60329087344644E-005 0.88163593501697E-003 -.94896030967314E-002 0.71312265419552E-002 0.16132379966671E-002 0.36593887126184E-004 0.16918070841630E-003 -.19838910811223E-005 0.22658562976582E-003 -.18195377299506E-004 -.41949106176033E-003 -.24700333612556E-009 0.82570930728885E-009 -.28935298558165E-009 0.00000000000000E+000 0.46724048746054E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 171 0.36019035491016E-001 0.43112575785071E-002 -.12541903936687E-002 -.54617283488049E-003 -.12182891114519E-001 -.73523954234982E-003 0.15019034665279E-001 -.26132953792675E-004 0.79995997868252E-004 0.63233496298728E-005 0.80505829446639E-003 -.94612873714425E-002 0.71681741289408E-002 0.16578651858489E-002 0.36860518875535E-004 0.16163425229193E-003 -.19743208427333E-005 0.20141833288964E-003 -.18895021369986E-004 -.40884832933790E-003 -.25638242058538E-009 0.89761175449092E-009 -.32061466695277E-009 0.00000000000000E+000 0.46834529469210E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 172 0.36206900021708E-001 0.42432159572739E-002 -.10919183339491E-002 -.54879750314763E-003 -.12271349280307E-001 -.70254051714608E-003 0.15055597828227E-001 -.27114258066772E-004 0.83885764153708E-004 0.65941167714469E-005 0.72642180704732E-003 -.94236216343873E-002 0.71977171865326E-002 0.17031604648711E-002 0.37041567565346E-004 0.15354786926010E-003 -.19612595068140E-005 0.17559782643450E-003 -.19506664943124E-004 -.39748410264514E-003 -.26563659522364E-009 0.97521962563683E-009 -.35479151520659E-009 0.00000000000000E+000 0.46912163629436E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 173 0.36396141898097E-001 0.41682779755509E-002 -.92683958848242E-003 -.55037228191253E-003 -.12352069437755E-001 -.66765526956260E-003 0.15080267206565E-001 -.28036230603089E-004 0.87520423778948E-004 0.68430593203598E-005 0.64594136251368E-003 -.93765116681271E-002 0.72195729643592E-002 0.17491522461350E-002 0.37133668570899E-004 0.14490426259108E-003 -.19447651719273E-005 0.14918296544350E-003 -.20029037745288E-004 -.38545970468329E-003 -.27472030790010E-009 0.10590078964246E-008 -.39214379426227E-009 0.00000000000000E+000 0.46956023672503E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 174 0.36586957418782E-001 0.40863456298731E-002 -.75915793067070E-003 -.55079893773694E-003 -.12424838373926E-001 -.63053869431815E-003 0.15092770791936E-001 -.28898313225571E-004 0.90868657079548E-004 0.70679401177113E-005 0.56386091698976E-003 -.93198647905219E-002 0.72334293333029E-002 0.17958566768624E-002 0.37133205555180E-004 0.13568807293787E-003 -.19249005720412E-005 0.12224250057816E-003 -.20460998015183E-004 -.37283905843873E-003 -.28358088997692E-009 0.11494729650277E-008 -.43294603752539E-009 0.00000000000000E+000 0.46965074334457E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 175 0.36779493620443E-001 0.39973429880565E-002 -.58913776229599E-003 -.54997251581766E-003 -.12489409177045E-001 -.59115634776409E-003 0.15092818624002E-001 -.29699696816717E-004 0.93897710261300E-004 0.72664656168266E-005 0.48045861140652E-003 -.92536046695566E-002 0.72389541970269E-002 0.18432753908323E-002 0.37036430317041E-004 0.12588706931544E-003 -.19017381461927E-005 0.94856768656536E-004 -.20801659035230E-004 -.35968984315805E-003 -.29215827486118E-009 0.12471255457702E-008 -.47748363545449E-009 0.00000000000000E+000 0.46938216743377E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 176 0.36973890012728E-001 0.39012050246076E-002 -.41707017291625E-003 -.54778239880853E-003 -.12545524239531E-001 -.54947864554584E-003 0.15080116586375E-001 -.30439559961449E-004 0.96574582665489E-004 0.74363563602986E-005 0.39603018983345E-003 -.91776680986788E-002 0.72358055917717E-002 0.18914050198806E-002 0.36839560572707E-004 0.11549087192848E-003 -.18753595777509E-005 0.67112274464485E-004 -.21050571121841E-004 -.34608106072073E-003 -.30038696668659E-009 0.13525076232068E-008 -.52606032826010E-009 0.00000000000000E+000 0.46874321777785E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 177 0.37170303986075E-001 0.37978672700011E-002 -.24325201402669E-003 -.54411229036595E-003 -.12592923524384E-001 -.50547640036058E-003 0.15054366982470E-001 -.31117167797094E-004 0.98866658319584E-004 0.75753870157124E-005 0.31087833678494E-003 -.90919976070121E-002 0.72236326568100E-002 0.19402430082884E-002 0.36538787426978E-004 0.10449001899035E-003 -.18458533934612E-005 0.39098228460836E-004 -.21207775651710E-004 -.33208114942438E-003 -.30819700082346E-009 0.14662076222655E-008 -.57900531072100E-009 0.00000000000000E+000 0.46772228311316E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 178 0.37368909373352E-001 0.36872663369217E-002 -.67988735203038E-004 -.53884001125124E-003 -.12631341235911E-001 -.45912143552134E-003 0.15015265624614E-001 -.31731839947213E-004 0.10074183994738E-003 0.76814012781934E-005 0.22531361946694E-003 -.89965409416058E-002 0.72020734623354E-002 0.19897868216443E-002 0.36130268582581E-004 0.92876325161618E-004 -.18133143570974E-005 0.10906903233478E-004 -.21273791165364E-004 -.31775785329490E-003 -.31551359835517E-009 0.15888641209094E-008 -.63667526127710E-009 0.00000000000000E+000 0.46630735270008E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 179 0.37569894873161E-001 0.35693412806357E-002 0.10840227510040E-003 -.53183743969885E-003 -.12660503019090E-001 -.41038751873772E-003 0.14962499952091E-001 -.32282922658995E-004 0.10216872913080E-003 0.77523276308926E-005 0.13965571242055E-003 -.88912515239259E-002 0.71707535001744E-002 0.20400330141626E-002 0.35610133951103E-004 0.80643349486078E-004 -.17778432625292E-005 -.17365917851017E-004 -.21249606228305E-004 -.30317817580468E-003 -.32225683531283E-009 0.17211694106383E-008 -.69945628766273E-009 0.00000000000000E+000 0.46448596687613E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 180 0.37773474096080E-001 0.34440284593573E-002 0.28559812549309E-003 -.52297008117853E-003 -.12680124659970E-001 -.35924864608759E-003 0.14895744104732E-001 -.32769792161751E-004 0.10311690603977E-003 0.77861959862513E-005 0.54229930439092E-004 -.87760830678455E-002 0.71292823192787E-002 0.20909790976001E-002 0.34974468870748E-004 0.67786224738966E-004 -.17395451729095E-005 -.45622050004559E-004 -.21136667555932E-004 -.28840754740709E-003 -.32834168445626E-009 0.18638812703768E-008 -.76776979296028E-009 0.00000000000000E+000 0.46224506233922E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 181 0.37979894963438E-001 0.33112557776211E-002 0.46327538941385E-003 -.51209627730485E-003 -.12689908082325E-001 -.30567727005495E-003 0.14814650992311E-001 -.33191838473650E-004 0.10355710601420E-003 0.77811469524516E-005 -.30635317918548E-004 -.86509828212294E-002 0.70772478699461E-002 0.21426251261956E-002 0.34219279772965E-004 0.54301504141615E-004 -.16985274434064E-005 -.73761728875076E-004 -.20936847809273E-004 -.27350910653144E-003 -.33367782854529E-009 0.20178371323929E-008 -.84207965192380E-009 0.00000000000000E+000 0.45957072863606E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 182 0.38189431984571E-001 0.31709480132883E-002 0.64109935214995E-003 -.49906718356700E-003 -.12689535332909E-001 -.24964710153274E-003 0.14718849943575E-001 -.33548406501255E-004 0.10346133563470E-003 0.77354432789764E-005 -.11460340727522E-003 -.85158949318934E-002 0.70142141940633E-002 0.21949708083208E-002 0.33340517629849E-004 0.40188208882771E-004 -.16549008289255E-005 -.10168188723934E-003 -.20652429780156E-004 -.25854431688692E-003 -.33816889729931E-009 0.21839573489382E-008 -.92289422581946E-009 0.00000000000000E+000 0.45644815137567E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 183 0.38402363993382E-001 0.30230447156442E-002 0.81870113956905E-003 -.48372851867756E-003 -.12678666364951E-001 -.19114077477379E-003 0.14607956410121E-001 -.33838738616205E-004 0.10280324413042E-003 0.76475039363041E-005 -.19731899558665E-003 -.83707769026152E-002 0.69397275207541E-002 0.22480088077895E-002 0.32334213979108E-004 0.25450161197477E-004 -.16087842794310E-005 -.12927259916817E-003 -.20286149422725E-004 -.24357463606192E-003 -.34171171817340E-009 0.23632341297224E-008 -.10107612057745E-008 0.00000000000000E+000 0.45286193633161E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 184 0.38618959734458E-001 0.28675165635081E-002 0.99566314064508E-003 -.46592331227462E-003 -.12656942972390E-001 -.13015664862717E-003 0.14481586374513E-001 -.34061972023514E-004 0.10155888624710E-003 0.75159618464028E-005 -.27840225983462E-003 -.82156159966252E-002 0.68533265294586E-002 0.23017199429368E-002 0.31196667001755E-004 0.10098145560157E-004 -.15603093989881E-005 -.15641503706634E-003 -.19841271299039E-004 -.22866247523063E-003 -.34419642398237E-009 0.25567209346523E-008 -.11062622553350E-008 0.00000000000000E+000 0.44879657435705E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 185 0.38839484727610E-001 0.27043682795100E-002 0.11715234113483E-002 -.44549397070137E-003 -.12623993889732E-001 -.66710285489340E-004 0.14339362691605E-001 -.34217179132058E-004 0.99707613485680E-004 0.73397232901762E-005 -.35745257121374E-003 -.80504326685871E-002 0.67545479106100E-002 0.23560736618004E-002 0.29924571279537E-004 -.58492477849951E-005 -.15096209286596E-005 -.18298254979102E-003 -.19321628828662E-004 -.21387050735595E-003 -.34550736629171E-009 0.27655372085136E-008 -.12100149211109E-008 0.00000000000000E+000 0.44423665046561E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 186 0.39064220277862E-001 0.25336317311813E-002 0.13457895142365E-002 -.42228319255116E-003 -.12579435782979E-001 -.83233938968955E-006 0.14180910835939E-001 -.34303399890661E-004 0.97232807758420E-004 0.71180130436655E-005 -.43405646756392E-003 -.78752731534668E-002 0.66429247640918E-002 0.24110313845194E-002 0.28515073097710E-004 -.22365661268910E-004 -.14568741038252E-005 -.20884319453181E-003 -.18731606769546E-004 -.19926014175244E-003 -.34552411817609E-009 0.29908866399250E-008 -.13226812608744E-008 0.00000000000000E+000 0.43916672843651E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 187 0.39293486310568E-001 0.23553545417681E-002 0.15179532618010E-002 -.39613383834304E-003 -.12522868323316E-001 0.67434930432275E-004 0.14005845912867E-001 -.34319641348825E-004 0.94122358908751E-004 0.68504009550136E-005 -.50779548349328E-003 -.76901959961671E-002 0.65179785868689E-002 0.24665504386237E-002 0.26965770491867E-004 -.39417313789202E-004 -.14022305311319E-005 -.23386226175286E-003 -.18076076042802E-004 -.18488992813815E-003 -.34412210435163E-009 0.32340849931189E-008 -.14449814443837E-008 0.00000000000000E+000 0.43357097127681E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 188 0.39527670793557E-001 0.21695824564196E-002 0.16875067547807E-002 -.36688714620914E-003 -.12453861427028E-001 0.13804310578091E-003 0.13813747844619E-001 -.34264839350717E-004 0.90368796512669E-004 0.65368047589416E-005 -.57825354030635E-003 -.74952505310150E-002 0.63792022474613E-002 0.25225889801529E-002 0.25274637535182E-004 -.56963760855973E-004 -.13458524823895E-005 -.25790471382655E-003 -.17360278403255E-004 -.17081389865080E-003 -.34117257591494E-009 0.34966029461227E-008 -.15777151851039E-008 0.00000000000000E+000 0.42743239430537E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 189 0.39767249003895E-001 0.19763497251820E-002 0.18539460209967E-002 -.33438130582482E-003 -.12371939066220E-001 0.21093952107175E-003 0.13604138507144E-001 -.34137783847868E-004 0.85969357783300E-004 0.61774954421861E-005 -.64501790354727E-003 -.72904621696965E-002 0.62260436204953E-002 0.25791075613605E-002 0.23439998842098E-004 -.74957644658586E-004 -.12878997632374E-005 -.28083548494111E-003 -.16589728759346E-004 -.15708099442846E-003 -.33654195139871E-009 0.37801072001027E-008 -.17217826243520E-008 0.00000000000000E+000 0.42073218711348E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 190 0.40012752073124E-001 0.17757133145145E-002 0.20167372694773E-002 -.29845759986130E-003 -.12276580382296E-001 0.28605241476074E-003 0.13376504856320E-001 -.33937068337527E-004 0.80927129915216E-004 0.57731861103119E-005 -.70766517320584E-003 -.70758634679810E-002 0.60579230296913E-002 0.26360579495362E-002 0.21460930050640E-004 -.93340176903854E-004 -.12285383077831E-005 -.30251456888503E-003 -.15770309547199E-004 -.14373755602040E-003 -.33009221820583E-009 0.40864440610498E-008 -.18781759214220E-008 0.00000000000000E+000 0.41345051421651E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 191 0.40264698166335E-001 0.15678237107006E-002 0.21752658552719E-002 -.25897602038562E-003 -.12167248805326E-001 0.36326280833369E-003 0.13130373516869E-001 -.33661147785378E-004 0.75253735687342E-004 0.53252174147282E-005 -.76574414436756E-003 -.68515656555407E-002 0.58742912469768E-002 0.26933636210881E-002 0.19338116074341E-004 -.11203346423563E-003 -.11679571453005E-005 -.32279073335411E-003 -.14908543083191E-004 -.13083108153874E-003 -.32168456453835E-009 0.44175596816179E-008 -.20479375585398E-008 0.00000000000000E+000 0.40556898476714E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 192 0.40523602232494E-001 0.13529352359365E-002 0.23288460814640E-002 -.21582316470644E-003 -.12043402379758E-001 0.44239938193742E-003 0.12865326359183E-001 -.33308409472271E-004 0.68970980074451E-004 0.48356464996349E-005 -.81878551676104E-003 -.66177664253432E-002 0.56746467364965E-002 0.27509191824689E-002 0.17074233873704E-004 -.13093874085256E-003 -.11063679094391E-005 -.34150434896284E-003 -.14011593615243E-004 -.11840892169536E-003 -.31118333576795E-009 0.47755010388915E-008 -.22321588515618E-008 0.00000000000000E+000 0.39707126698601E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
