[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          27

[TIME]
0.000000000000000E+00
[INLET]
Phi =  1.00, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac         
  31 -.46440537216040E-003 -.31558078965772E-007 -.13151799104551E-006 -.10203550374744E-007 -.15326988559989E-005 -.27374747702630E-006 0.18141761788493E-005 -.48031843110224E-007 -.47146255459090E-010 -.36413032567853E-011 -.11519069300664E-005 -.81811761632523E-006 0.16414103659593E-006 0.53290986462817E-007 -.24319500908187E-009 0.16074146401033E-005 -.24665820785182E-006 0.24719065851439E-007 -.14790391145659E-007 0.18613636211884E-006 -.61066914418932E-017 0.60927775950598E-017 0.69569234167028E-020 0.00000000000000E+000 0.82394263178677E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  32 0.00000000000000E+000 -.38192508964690E-007 -.19970689320305E-006 -.12371270219567E-007 -.17921886034295E-005 -.32190373228114E-006 0.21195889630773E-005 -.51084058946202E-007 -.60507988687427E-010 -.47180760624895E-011 -.13527919417572E-005 -.96139058153945E-006 0.19602221193806E-006 0.63149466166613E-007 -.30702288121494E-009 0.18086551175519E-005 -.22943787477452E-006 0.30791278835518E-007 -.18365795454367E-007 0.22565744229913E-006 -.72958699376976E-017 0.72802667935366E-017 0.78015720805139E-020 0.00000000000000E+000 0.96662271530519E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  33 0.43530902506362E-003 -.45678733109035E-007 -.29252551768284E-006 -.14849065346709E-007 -.20869642190627E-005 -.37565203311664E-006 0.24539674436114E-005 -.41649195224073E-007 -.76875267163656E-010 -.60600467912836E-011 -.15712258501530E-005 -.11202252982681E-005 0.23134437531643E-006 0.74026624648778E-007 -.38427668531824E-009 0.20181026026373E-005 -.20335546714898E-006 0.37830295506574E-007 -.22499328148557E-007 0.27056914512542E-006 -.86396593671084E-017 0.86223019253449E-017 0.86787208817977E-020 0.00000000000000E+000 0.11253069463544E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  34 0.86594926388994E-003 -.54510934510694E-007 -.42160899394424E-006 -.17821378503869E-007 -.24395535998307E-005 -.43856486250581E-006 0.28385064173978E-005 -.14556625008190E-007 -.97461866969993E-010 -.77532941875415E-011 -.18201166387353E-005 -.13050980000764E-005 0.27238862505074E-006 0.86619431638374E-007 -.47980383044820E-009 0.22469721509452E-005 -.16601956216283E-006 0.46361351259096E-007 -.27491716469092E-007 0.32404987137595E-006 -.10233618173977E-016 0.10214345220095E-016 0.96364769410372E-020 0.00000000000000E+000 0.13109132140859E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  35 0.12887836817591E-002 -.64793504136309E-007 -.59635922007469E-006 -.21356719231487E-007 -.28586538298479E-005 -.51139264246690E-006 0.32769683521513E-005 0.36700042704580E-007 -.12327395494238E-009 -.98948944075469E-011 -.21005632915461E-005 -.15183628810596E-005 0.31962957069078E-006 0.10106298288104E-006 -.59791482370377E-009 0.24944792878078E-005 -.11594832561544E-006 0.56574638674795E-007 -.33442232242678E-007 0.38708446382517E-006 -.12107834401257E-016 0.12086487714042E-016 0.10673343607754E-019 0.00000000000000E+000 0.15264630136153E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  36 0.17025528448295E-002 -.76637990093248E-007 -.82725112538798E-006 -.25538708370044E-007 -.33542045006432E-005 -.59495139842859E-006 0.37743144366533E-005 0.11898687571687E-006 -.15542546933850E-009 -.12583074103059E-010 -.24140990453682E-005 -.17629536102879E-005 0.37367260555356E-006 0.11753085731128E-006 -.74300745340667E-009 0.27603149840527E-005 -.51695376791623E-007 0.68685944175719E-007 -.40459602815852E-007 0.46084395940367E-006 -.14299167831528E-016 0.14275586594967E-016 0.11790618280572E-019 0.00000000000000E+000 0.17756266784804E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  37 0.21072316241116E-002 -.90165322054457E-007 -.11259312598316E-005 -.30470308955389E-007 -.39374482717846E-005 -.69012732813949E-006 0.43369406184359E-005 0.23941789788631E-006 -.19525794260225E-009 -.15937766469314E-010 -.27627836836813E-005 -.20425134675131E-005 0.43528798314976E-006 0.13624402397292E-006 -.92034803353296E-009 0.30446297519097E-005 0.28232331466939E-007 0.82943475331871E-007 -.48664397000357E-007 0.54673822388729E-006 -.16853143276729E-016 0.16827158437880E-016 0.12992419424207E-019 0.00000000000000E+000 0.20628178715287E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  38 0.25032911674021E-002 -.10549594706931E-006 -.15051226300290E-005 -.36274648874031E-007 -.46205480061885E-005 -.79780126185054E-006 0.49724638330248E-005 0.40517874638645E-006 -.24438120315864E-009 -.20103891026614E-010 -.31490000622712E-005 -.23613024549417E-005 0.50539509681823E-006 0.15746463826960E-006 -.11361956400397E-008 0.33477843184161E-005 0.12537810115048E-006 0.99622946930815E-007 -.58184369690895E-007 0.64640194440643E-006 -.19824010853719E-016 0.19795441286216E-016 0.14284783751668E-019 0.00000000000000E+000 0.23930649835720E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  39 0.28913043952307E-002 -.12273834611176E-006 -.19784145417938E-005 -.43095657762270E-007 -.54161272392045E-005 -.91876762130928E-006 0.56895094993792E-005 0.62326188437729E-006 -.30469734798710E-009 -.25253823217652E-010 -.35752619476085E-005 -.27240944750369E-005 0.58504568478916E-006 0.18148951174725E-006 -.13978555416822E-008 0.36701555877065E-005 0.24130204887504E-006 0.11902018779147E-006 -.69148337871880E-007 0.76167384820053E-006 -.23274773014034E-016 0.23243422982760E-016 0.15675015637162E-019 0.00000000000000E+000 0.27718663646397E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  40 0.32718175959602E-002 -.14197983965647E-006 -.25600370103352E-005 -.51099831890725E-007 -.63368962854169E-005 -.10536754687164E-005 0.64976322464580E-005 0.90016912174603E-006 -.37842568490613E-009 -.31589985984072E-010 -.40441191204338E-005 -.31361336553936E-005 0.67542138259736E-006 0.20864783040331E-006 -.17137413703497E-008 0.40120480215373E-005 0.37754605789260E-006 0.14144535564317E-006 -.81681072510129E-007 0.89459233708600E-006 -.27277870022953E-016 0.27243527053121E-016 0.17171484916038E-019 0.00000000000000E+000 0.32051018777583E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  41 0.36453236120871E-002 -.16327861987164E-006 -.32646447631403E-005 -.60478811053425E-007 -.73953438866943E-005 -.12029851889529E-005 0.74073049680305E-005 0.12416199689469E-005 -.46813018676688E-009 -.39347674374408E-010 -.45581173961118E-005 -.36031216509038E-005 0.77783932492535E-006 0.23930110444027E-006 -.20934528767098E-008 0.43736570095501E-005 0.53560177695954E-006 0.16721800759650E-006 -.95898866957904E-007 0.10474012403005E-005 -.31916354690060E-016 0.31878787395965E-016 0.18783647047341E-019 0.00000000000000E+000 0.36989777455538E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  42 0.40122620129236E-002 -.18665589241789E-006 -.41071131071258E-005 -.71452386985192E-007 -.86034668171955E-005 -.13669346246844E-005 0.84299215985453E-005 0.16522852646767E-005 -.57674741322957E-009 -.48797918561040E-010 -.51197800706717E-005 -.41312102322843E-005 0.89376010607642E-006 0.27384357560269E-006 -.25478618038137E-008 0.47550501856292E-005 0.71687893701750E-006 0.19666204300236E-006 -.11190533489496E-006 0.12225587447755E-005 -.37285379354578E-016 0.37244335070541E-016 0.20522142018322E-019 0.00000000000000E+000 0.42599828238243E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  43 0.43730275962810E-002 -.21208789546098E-006 -.51023575155182E-005 -.84271878095352E-007 -.99725441105886E-005 -.15455149421657E-005 0.95778018547316E-005 0.21355633957901E-005 -.70761414300848E-009 -.60250258288685E-010 -.57316044591592E-005 -.47269938600970E-005 0.10247969341815E-005 0.31270270281842E-006 -.30892047916524E-008 0.51561589653363E-005 0.92267429471987E-006 0.23010046245799E-006 -.12978753071711E-006 0.14227483139556E-005 -.43493997150487E-016 0.43449199271234E-016 0.22398939626369E-019 0.00000000000000E+000 0.48948541243930E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  44 0.47279780520432E-002 -.23949742798446E-006 -.62651779404653E-005 -.99223739715499E-007 -.11512952788235E-004 -.17384556391398E-005 0.10864184391909E-004 0.26934072130202E-005 -.86449382012083E-009 -.74055316026453E-010 -.63960667224920E-005 -.53974955350825E-005 0.11727245327514E-005 0.35633927310258E-006 -.37311828045600E-008 0.55767744250552E-005 0.11541398161178E-005 0.26784975792229E-006 -.14961241753537E-006 0.16508896308572E-005 -.50667261526203E-016 0.50618406515303E-016 0.24427505450021E-019 0.00000000000000E+000 0.56105467886074E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  45 0.50774378941123E-002 -.26874452193378E-006 -.76101215990226E-005 -.11663323974157E-006 -.13234017562054E-004 -.19452181543373E-005 0.12303196513639E-004 0.33262031255753E-005 -.10516010401293E-008 -.90607149829727E-010 -.71156300655934E-005 -.61501397651034E-005 0.13394864561541E-005 0.40524673333213E-006 -.44890684839035E-008 0.60165445757390E-005 0.14122483232641E-005 0.31021375639994E-006 -.17142372131709E-006 0.19101474743578E-005 -.58948605864317E-016 0.58895359920773E-016 0.26622971772037E-019 0.00000000000000E+000 0.64142031776416E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  46 0.54217102682106E-002 -.29961702078537E-006 -.91514085947789E-005 -.13686872162247E-006 -.15143952599489E-004 -.21650055987318E-005 0.13909847664581E-004 0.40327246898455E-005 -.12736291260573E-008 -.11034576298601E-009 -.78927804819427E-005 -.69927374107596E-005 0.15272063094091E-005 0.45995134665513E-006 -.53798441665236E-008 0.64749881907144E-005 0.16977651257246E-005 0.35747848432451E-006 -.19524009116684E-006 0.22039469764696E-005 -.68502828894099E-016 0.68444824118409E-016 0.29002387845085E-019 0.00000000000000E+000 0.73131476992086E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  47 0.57610944271322E-002 -.33182089719268E-006 -.10902947870790E-004 -.16034684997889E-006 -.17249919778995E-004 -.23967900079469E-005 0.15700071544325E-004 0.48101684220807E-005 -.15357853391862E-008 -.13375991185077E-009 -.87300973180899E-005 -.79334958471305E-005 0.17382060806176E-005 0.52101403570321E-006 -.64223867785780E-008 0.69515271044086E-005 0.20112291576961E-005 0.40990892718335E-006 -.22105499845142E-006 0.25360004306803E-005 -.79519953048486E-016 0.79456782895207E-016 0.31585076639138E-019 0.00000000000000E+000 0.83149209340836E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  48 0.60958783994781E-002 -.36496685408460E-006 -.12878292825879E-004 -.18753691493383E-006 -.19558016811695E-004 -.26393352154887E-005 0.17690666827128E-004 0.56541972552931E-005 -.18438184257036E-008 -.16138897986114E-009 -.96302852356999E-005 -.89809755734633E-005 0.19750142346363E-005 0.58902880573718E-006 -.76376413909300E-008 0.74454945091484E-005 0.23529157021372E-005 0.46774333195720E-006 -.24883621744624E-006 0.29103180886394E-005 -.92219157815348E-016 0.92150372051575E-016 0.34392881886299E-019 0.00000000000000E+000 0.94272676691213E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  49 0.64263061932211E-002 -.39855185058992E-006 -.15090403401714E-004 -.21896211747386E-006 -.22073067776011E-004 -.28912066047295E-005 0.19899022641012E-004 0.65589419761438E-005 -.22040202178643E-008 -.19382263004160E-009 -.10596128258233E-004 -.10143932752911E-004 0.22403492608102E-005 0.66461380990556E-006 -.90487195273853E-008 0.79561065566203E-005 0.27227629631037E-005 0.53118203462965E-006 -.27852375849043E-006 0.33311792154004E-005 -.10685197524985E-015 0.10677707489565E-015 0.37450177099921E-019 0.00000000000000E+000 0.10658014023730E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  50 0.67525630963815E-002 -.43193977720235E-006 -.17551387922827E-004 -.25519962489828E-006 -.24798447860795E-004 -.31507976736460E-005 0.22342814156338E-004 0.75170502978453E-005 -.26232186273040E-008 -.23169943762475E-009 -.11630461902128E-004 -.11431145794929E-004 0.25370993881252E-005 0.74840133180425E-006 -.10680989537468E-007 0.84824581868339E-005 0.31202990189519E-005 0.60037687164620E-006 -.31002952806000E-006 0.38030954958859E-005 -.12370574204719E-015 0.12362417421812E-015 0.40783914532891E-019 0.00000000000000E+000 0.12014937713640E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  51 0.70747941535907E-002 -.46434369248201E-006 -.20272432330742E-004 -.29688216040184E-006 -.27736161814141E-004 -.34163923073902E-005 0.25039867799031E-004 0.85198605660806E-005 -.31087940124478E-008 -.27570697988133E-009 -.12736240526064E-004 -.12851332729725E-004 0.28683224285482E-005 0.84103352930493E-006 -.12562274787855E-007 0.90235794494894E-005 0.35446025028779E-005 0.67542725834131E-006 -.34324137784118E-006 0.43308051801745E-005 -.14310871282744E-015 0.14301986490457E-015 0.44423961437924E-019 0.00000000000000E+000 0.13505741621900E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  52 0.73931293874090E-002 -.49480681717469E-006 -.23263864628067E-004 -.34470075074443E-006 -.30887081227976E-004 -.36862457199800E-005 0.28008142337549E-004 0.95576505613974E-005 -.36687243433202E-008 -.32658419588711E-009 -.13916657198791E-004 -.14413132050262E-004 0.32372603828970E-005 0.94316215390650E-006 -.14723173692502E-007 0.95785211215425E-005 0.39942828276065E-005 0.75638115908201E-006 -.37803019035543E-006 0.49192896539395E-005 -.16543679098544E-015 0.16533998374329E-015 0.48403621071115E-019 0.00000000000000E+000 0.15138096587043E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  53 0.77076983892714E-002 -.52217945735929E-006 -.26535232317172E-004 -.39940712066834E-006 -.34251191430357E-004 -.39586661824870E-005 0.31265716330851E-004 0.10619893094417E-004 -.43116505316943E-008 -.38512550602980E-009 -.15175261220907E-004 -.16125089556601E-004 0.36473561197715E-005 0.10554485128512E-005 -.17197460198324E-007 0.10146439541143E-004 0.44674584175749E-005 0.84323758659625E-006 -.41425813062982E-006 0.55737917552351E-005 -.19112135927588E-015 0.19101583889537E-015 0.52760190253309E-019 0.00000000000000E+000 0.16919688253423E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  54 0.80186365432537E-002 -.54509108284871E-006 -.30095364324473E-004 -.46181535334172E-006 -.37827817603185E-004 -.42320942710526E-005 0.34830767000248E-004 0.11695497809815E-004 -.50469617386438E-008 -.45218652101853E-009 -.16516065847047E-004 -.17995643637785E-004 0.41022703468699E-005 0.11785631591558E-005 -.20022552306767E-007 0.10726678576342E-004 0.49617295214506E-005 0.93595011352488E-006 -.45178765729284E-006 0.62998323345583E-005 -.22065825680668E-015 0.22054318571403E-015 0.57535546327061E-019 0.00000000000000E+000 0.18858256646324E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  55 0.83260863386357E-002 -.56191717788816E-006 -.33952410421205E-004 -.53280264724807E-006 -.41615824370022E-004 -.45051790859982E-005 0.38721542154198E-004 0.12773031233568E-004 -.58849034727827E-008 -.52869158161332E-009 -.17943646414888E-004 -.20033110439327E-004 0.46058990249190E-005 0.13131853619480E-005 -.23240048295427E-007 0.11318850117272E-004 0.54741460339102E-005 0.10344313918694E-005 -.49049113030755E-006 0.71032247181957E-005 -.25461807448095E-015 0.25449252092409E-015 0.62776778428738E-019 0.00000000000000E+000 0.20961627379495E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  56 0.86301957108535E-002 -.57074057750886E-006 -.38113851756568E-004 -.61330891174169E-006 -.45613783496514E-004 -.47768510133741E-005 0.42956322625332E-004 0.13840910578364E-004 -.68367112123112E-008 -.61564345856578E-009 -.19463227411198E-004 -.22245668439079E-004 0.51623907805976E-005 0.14600022658131E-005 -.26896328906424E-007 0.11922912970713E-004 0.60011711817606E-005 0.11385585872508E-005 -.53026080697414E-006 0.79900858872083E-005 -.29365792347211E-015 0.29352084973005E-015 0.68536871026110E-019 0.00000000000000E+000 0.23237731992298E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  57 0.89311155644942E-002 -.56930717568678E-006 -.42586493364180E-004 -.70433518761030E-006 -.49820120553536E-004 -.50463917536588E-005 0.47553386302110E-004 0.14887573749077E-004 -.79147746126151E-008 -.71413544236912E-009 -.21080761584395E-004 -.24641349299321E-004 0.57761655699311E-005 0.16197081197796E-005 -.31043227511197E-007 0.12539251059423E-004 0.65386446063371E-005 0.12481799748974E-005 -.57101912850811E-006 0.89668459865168E-005 -.33853497116094E-015 0.33838522023134E-015 0.74875464798991E-019 0.00000000000000E+000 0.25694622856743E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  58 0.92289941117392E-002 -.55497608213138E-006 -.47376394001388E-004 -.80693966863694E-006 -.54233198400801E-004 -.53134987007318E-005 0.52530924105911E-004 0.15901616782737E-004 -.91328263927218E-008 -.82536523145186E-009 -.22802982370451E-004 -.27228010376241E-004 0.64519276400410E-005 0.17930018456865E-005 -.35738728121351E-007 0.13168742604719E-004 0.70817422911854E-005 0.13631214807810E-005 -.61272862366278E-006 0.10040244785284E-004 -.39012145352445E-015 0.38995773425522E-015 0.81859634616650E-019 0.00000000000000E+000 0.28340456158921E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  59 0.95239659387615E-002 -.52466578900234E-006 -.52488670566422E-004 -.92222919272669E-006 -.58851285248632E-004 -.55783411233587E-005 0.57906831743224E-004 0.16871896128717E-004 -.10506141940475E-007 -.95064996728238E-009 -.24637403278320E-004 -.30013251275731E-004 0.71946610909435E-005 0.19805802575031E-005 -.41047622786778E-007 0.13812810468631E-004 0.76249323604487E-005 0.14831916361026E-005 -.65540067704692E-006 0.11217296436554E-004 -.44942031398475E-015 0.44924118483953E-015 0.89564572611410E-019 0.00000000000000E+000 0.31183403838202E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  60 0.98161446665882E-002 -.47479839673699E-006 -.57927301656172E-004 -.10513478688550E-005 -.63672526408694E-004 -.58416155389194E-005 0.63698492074625E-004 0.17787633949527E-004 -.12051772422192E-007 -.10914448780087E-008 -.26592301956962E-004 -.33004336557635E-004 0.80096214817353E-005 0.21831308758973E-005 -.47042192856892E-007 0.14473466248197E-004 0.81619489620949E-005 0.16081878795027E-005 -.69910392450916E-006 0.12505244223422E-004 -.51758237699276E-015 0.51738622836239E-015 0.98074315180701E-019 0.00000000000000E+000 0.34231556862085E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  61 0.10105631947684E-001 -.40123945623397E-006 -.63695226278188E-004 -.11954699116031E-005 -.68695168024270E-004 -.61046109453220E-005 0.69922859206916E-004 0.18638566909558E-004 -.13788887638099E-007 -.12493712883043E-008 -.28676786028918E-004 -.36208286068697E-004 0.89023671124949E-005 0.24013352362290E-005 -.53803170563276E-007 0.15153373804133E-004 0.86858156603149E-005 0.17379103742319E-005 -.74397387999983E-006 0.13911574362734E-004 -.59592899790499E-015 0.59571403196363E-015 0.10748297067945E-018 0.00000000000000E+000 0.37492982033609E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  62 0.10392536676659E-001 -.29922710849942E-006 -.69794764085578E-004 -.13557995658824E-005 -.73918018721125E-004 -.63692776080118E-005 0.76596891360228E-004 0.19415101545428E-004 -.15739266545778E-007 -.14262562100339E-008 -.30900946879665E-004 -.39632154331314E-004 0.98788417898876E-005 0.26358845144378E-005 -.61421098011920E-007 0.15855920957060E-004 0.91889094865648E-005 0.18721823741537E-005 -.79022287558393E-006 0.15444106043328E-004 -.68598269801340E-015 0.68574690479443E-015 0.11789660948661E-018 0.00000000000000E+000 0.40975952349848E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  63 0.10676981276868E-001 -.16329125651223E-006 -.76227932258181E-004 -.15335688735852E-005 -.79340764539872E-004 -.66382781209671E-005 0.83737881242946E-004 0.20108398035808E-004 -.17927851978840E-007 -.16241773627297E-008 -.33275950378253E-004 -.43283264836181E-004 0.10945448302508E-004 0.28874917772683E-005 -.69997752739225E-007 0.16585243575707E-004 0.96630210789333E-005 0.20108665005025E-005 -.83814648787350E-006 0.17111060118420E-004 -.78950194908120E-015 0.78924307861154E-015 0.12943523483216E-018 0.00000000000000E+000 0.44689113912596E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  64 0.10959088368983E-001 0.12827107885954E-007 -.82996385280879E-004 -.17300240439143E-005 -.84963927699540E-004 -.69150136696703E-005 0.91363352560386E-004 0.20710386382991E-004 -.20383275699919E-007 -.18455068630216E-008 -.35813959131678E-004 -.47169232483655E-004 0.12109059940558E-004 0.31568890929194E-005 -.79647252489874E-007 0.17346172579537E-004 0.10099404331942E-004 0.21538711872538E-005 -.88812448160190E-006 0.18921024147063E-004 -.90851511439407E-015 0.90823064581796E-015 0.14223428805361E-018 0.00000000000000E+000 0.48641421930951E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  65 0.11238965954280E-001 0.23625133306846E-006 -.90101265141592E-004 -.19464052592986E-005 -.90788736586347E-004 -.72036399641766E-005 0.99490797971240E-004 0.21213790871247E-004 -.23138395922114E-007 -.20929556775947E-008 -.38527975434407E-004 -.51297919669461E-004 0.13377003028860E-004 0.34448189859535E-005 -.90496942615473E-007 0.18144134083503E-004 0.10488860539736E-004 0.23011540155703E-005 -.94061821761984E-006 0.20882867582065E-004 -.10453555940925E-014 0.10450427020726E-014 0.15644600993824E-018 0.00000000000000E+000 0.52841993748819E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  66 0.11516702693851E-001 0.51504237309178E-006 -.97543265742991E-004 -.21839282398085E-005 -.96817153304790E-004 -.75090815606444E-005 0.10813758629426E-003 0.21612192539746E-004 -.26230933664027E-007 -.23696244736539E-008 -.41431706114656E-004 -.55677493508396E-004 0.14757057688565E-004 0.37520317688127E-005 -.10268835118398E-006 0.18985028298788E-004 0.10821883861288E-004 0.24527278494303E-005 -.99616604686565E-006 0.23005681654895E-004 -.12027028784611E-014 0.12023583961343E-014 0.17224116340792E-018 0.00000000000000E+000 0.57300048667132E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  67 0.11792365726379E-001 0.85826628863689E-006 -.10532279439630E-003 -.24437651815348E-005 -.10305194647008E-003 -.78370348495028E-005 0.11732090911172E-003 0.21900105504519E-004 -.29704187010562E-007 -.26790614799463E-008 -.44539400516775E-004 -.60316515695199E-004 0.16257457765877E-004 0.40792842116905E-005 -.11637812300058E-006 0.19875067309872E-004 0.11088857472914E-004 0.26086663852799E-005 -.10553751544094E-005 0.25298714180685E-004 -.13836281925462E-014 0.13832485707028E-014 0.18981092170291E-018 0.00000000000000E+000 0.62024865974673E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  68 0.12066000803581E-001 0.12760544995328E-005 -.11344024911534E-003 -.27270264371614E-005 -.10949681789021E-003 -.81939573420042E-005 0.12705778958380E-003 0.22073062146438E-004 -.33607835596053E-007 -.30253321108099E-008 -.47865666036384E-004 -.65224074096389E-004 0.17886893224104E-004 0.44273403774866E-005 -.13173897469323E-006 0.20820571839070E-004 0.11280298837871E-004 0.27691089123762E-005 -.11189095921250E-005 0.27771304678070E-004 -.15916454794792E-014 0.15912267415463E-014 0.20936896642277E-018 0.00000000000000E+000 0.67025772399442E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  69 0.12337652667571E-001 0.17796931896561E-005 -.12189700065028E-003 -.30347659762616E-005 -.11615704181782E-003 -.85870705840208E-005 0.13736588704898E-003 0.22127699091891E-004 -.37999113398298E-007 -.34131190518351E-008 -.51425514707849E-004 -.70410321668736E-004 0.19654642274164E-004 0.47970010028703E-005 -.14896167681773E-006 0.21827800944571E-004 0.11387151413677E-004 0.29342753686921E-005 -.11874792608582E-005 0.30433011217451E-004 -.18307859473498E-014 0.18303236365557E-014 0.23115539706859E-018 0.00000000000000E+000 0.72312533908763E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  70 0.12607399496272E-001 0.23817800835718E-005 -.13069707786756E-003 -.33680181215097E-005 -.12304059594139E-003 -.90243907398697E-005 0.14826519137058E-003 0.22061781097663E-004 -.42944521778233E-007 -.38478572331370E-008 -.55234698017283E-004 -.75887463523555E-004 0.21570873091817E-004 0.51891654746381E-005 -.16825860634705E-006 0.22902835719361E-004 0.11401066022029E-004 0.31044907997643E-005 -.12618315515586E-005 0.33293976860970E-004 -.21057101908040E-014 0.21051993041922E-014 0.25544330589617E-018 0.00000000000000E+000 0.77896196946015E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  71 0.12875352330156E-001 0.30963729056984E-005 -.13984799942327E-003 -.37278105353393E-005 -.13015857586170E-003 -.95147246744995E-005 0.15977873043594E-003 0.21874158230987E-004 -.48521473842945E-007 -.43358605531220E-008 -.59309697891368E-004 -.81670249644413E-004 0.23646803419880E-004 0.56048593757916E-005 -.18986647546849E-006 0.24051348550763E-004 0.11314635786141E-004 0.32801894575416E-005 -.13427343954471E-005 0.36365057044440E-004 -.24218219624764E-014 0.24212568735720E-014 0.28254445220838E-018 0.00000000000000E+000 0.83789419487280E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  72 0.13141608355543E-001 0.39390084012338E-005 -.14935997568749E-003 -.41151124617507E-005 -.13752434285016E-003 -.10067570043987E-004 0.17193117818980E-003 0.21564782500636E-004 -.54819206069134E-007 -.48844004194756E-008 -.63666946309466E-004 -.87775421294705E-004 0.25894482030217E-004 0.60451864593315E-005 -.21404572865974E-006 0.25278148729485E-004 0.11121667062490E-004 0.34618857204713E-005 -.14309419187494E-005 0.39657372527176E-004 -.27853393471633E-014 0.27847137259772E-014 0.31281059309014E-018 0.00000000000000E+000 0.90005728016412E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
